label,left_elbow,right_elbow,left_knee,right_knee,shoulder_distance,left_arm_length,right_arm_length
bicep_curl,137.73,131.7,135.93,153.45,0.1553,0.5495,0.5596
bicep_curl,141.65,133.84,137.34,160.0,0.1556,0.4036,0.5824
bicep_curl,128.35,133.04,134.54,160.61,0.1577,0.426,0.5687
bicep_curl,125.79,128.91,137.0,153.94,0.1614,0.4536,0.5287
bicep_curl,121.09,124.08,135.69,155.49,0.1656,0.4228,0.489
bicep_curl,118.91,128.65,134.45,160.18,0.1635,0.3949,0.521
bicep_curl,125.45,135.58,134.79,158.69,0.1616,0.4357,0.5935
bicep_curl,123.8,128.13,135.62,156.86,0.1669,0.4306,0.5087
bicep_curl,129.54,134.49,134.92,154.15,0.1663,0.4766,0.5758
bicep_curl,142.0,136.85,135.16,153.64,0.1569,0.4487,0.6156
bicep_curl,103.31,134.96,135.77,152.18,0.1541,0.2436,0.6032
bicep_curl,115.19,134.71,137.78,151.54,0.1528,0.2801,0.6036
bicep_curl,112.37,139.39,139.88,150.81,0.1526,0.4497,0.6515
bicep_curl,150.63,138.94,141.24,147.39,0.1526,0.621,0.6293
bicep_curl,137.9,134.23,141.69,148.91,0.155,0.5435,0.563
bicep_curl,117.13,129.6,142.41,153.2,0.1542,0.3624,0.4476
bicep_curl,111.41,143.49,144.61,152.45,0.1554,0.3263,0.4846
bicep_curl,110.72,143.68,142.25,152.39,0.1554,0.3301,0.4716
bicep_curl,113.96,118.24,140.48,151.64,0.156,0.3393,0.3579
bicep_curl,102.64,117.63,140.18,150.34,0.1546,0.3335,0.3578
bicep_curl,93.46,116.53,138.84,148.68,0.1551,0.3369,0.3616
bicep_curl,94.08,103.88,138.2,152.89,0.1587,0.4224,0.3424
bicep_curl,106.06,104.73,139.87,155.42,0.1623,0.403,0.3437
bicep_curl,104.05,106.96,141.84,155.5,0.162,0.3771,0.3413
bicep_curl,100.68,108.53,141.91,155.67,0.1643,0.3928,0.3424
bicep_curl,102.89,112.78,138.92,157.9,0.1603,0.3508,0.3562
bicep_curl,95.97,104.54,137.39,155.72,0.1567,0.3446,0.3597
bicep_curl,90.36,103.5,135.05,153.51,0.1563,0.3454,0.3731
bicep_curl,90.8,105.95,135.57,153.82,0.1561,0.3393,0.3664
bicep_curl,117.74,132.86,141.84,153.39,0.1549,0.3409,0.4574
bicep_curl,119.22,140.83,142.02,152.58,0.1528,0.3392,0.513
bicep_curl,114.66,135.41,141.95,151.36,0.1509,0.3425,0.4791
bicep_curl,122.41,128.38,141.57,149.75,0.1504,0.4065,0.4359
bicep_curl,131.48,123.52,141.55,148.99,0.1503,0.466,0.4334
bicep_curl,135.26,136.86,142.8,152.93,0.1505,0.5161,0.573
bicep_curl,146.29,138.58,133.08,147.72,0.1517,0.657,0.632
bicep_curl,144.76,138.84,134.94,148.01,0.1512,0.5968,0.6508
bicep_curl,132.93,132.78,137.18,151.42,0.1551,0.525,0.5746
bicep_curl,116.94,127.57,140.06,156.96,0.155,0.4585,0.5291
bicep_curl,115.06,124.61,140.02,158.57,0.1558,0.4339,0.4964
bicep_curl,124.37,130.02,137.96,157.06,0.1536,0.4695,0.5462
bicep_curl,129.97,133.86,134.95,155.51,0.1531,0.4992,0.5906
bicep_curl,126.9,132.98,136.11,157.08,0.1535,0.4712,0.5832
bicep_curl,109.12,124.04,139.5,161.37,0.1556,0.3957,0.5089
bicep_curl,112.86,120.39,139.98,158.87,0.1593,0.423,0.5019
bicep_curl,120.11,121.15,139.77,155.93,0.1555,0.466,0.5216
bicep_curl,117.61,125.32,144.93,157.74,0.1533,0.4609,0.5859
bicep_curl,109.72,129.96,143.3,158.5,0.1523,0.4263,0.6394
bicep_curl,101.96,130.95,143.14,157.99,0.1547,0.3982,0.6279
bicep_curl,107.46,124.95,146.0,157.21,0.1582,0.4294,0.5515
bicep_curl,118.24,103.54,141.37,153.57,0.1632,0.5239,0.429
bicep_curl,106.82,94.8,148.59,160.27,0.1634,0.4366,0.4039
bicep_curl,86.93,86.47,144.25,158.02,0.1628,0.3878,0.378
bicep_curl,93.24,87.82,140.82,154.91,0.1643,0.4299,0.4032
bicep_curl,101.97,106.89,121.02,158.32,0.1675,0.4508,0.4382
bicep_curl,113.75,104.08,123.01,155.47,0.1766,0.4006,0.4231
bicep_curl,120.65,104.62,124.6,154.31,0.1752,0.3989,0.4136
bicep_curl,124.45,105.97,131.87,143.35,0.166,0.3934,0.4188
bicep_curl,122.28,105.52,129.8,144.83,0.166,0.381,0.41
bicep_curl,116.37,107.36,135.02,144.7,0.1608,0.376,0.4031
bicep_curl,112.39,113.02,139.5,144.1,0.1542,0.3847,0.3905
bicep_curl,110.97,115.84,136.87,143.32,0.1538,0.3895,0.3961
bicep_curl,114.87,107.6,116.51,144.45,0.1706,0.3846,0.397
bicep_curl,115.29,100.43,121.32,142.36,0.1689,0.3963,0.4163
bicep_curl,118.12,118.44,139.9,148.66,0.175,0.4377,0.5091
bicep_curl,113.34,114.72,140.05,149.47,0.1767,0.5076,0.557
bicep_curl,121.05,124.03,146.55,154.08,0.1687,0.5809,0.671
bicep_curl,117.53,119.34,142.23,160.47,0.1756,0.5921,0.6553
bicep_curl,116.77,117.09,141.17,161.84,0.1718,0.6146,0.6788
bicep_curl,116.56,114.68,149.37,167.18,0.1569,0.6591,0.6625
bicep_curl,101.16,112.25,148.56,167.95,0.15,0.5528,0.6391
bicep_curl,94.03,111.45,144.74,167.77,0.1483,0.5197,0.6269
bicep_curl,95.28,111.19,144.09,166.77,0.1458,0.5193,0.6187
bicep_curl,95.63,110.61,143.98,164.02,0.1397,0.5134,0.6111
bicep_curl,90.89,109.68,144.85,161.3,0.1419,0.49,0.6016
bicep_curl,93.4,109.12,143.9,160.99,0.1416,0.4964,0.5899
bicep_curl,95.09,108.01,142.31,161.15,0.1398,0.5053,0.5842
bicep_curl,95.84,107.77,142.07,160.58,0.1387,0.5144,0.5842
bicep_curl,98.28,107.79,142.12,160.05,0.14,0.5328,0.5856
bicep_curl,98.91,107.46,141.32,160.12,0.1391,0.5402,0.5857
bicep_curl,101.32,110.25,140.75,160.03,0.1383,0.558,0.6052
bicep_curl,103.82,110.64,140.58,160.7,0.1389,0.5852,0.6079
bicep_curl,104.81,109.89,139.78,161.36,0.1372,0.5833,0.6054
bicep_curl,105.35,108.81,138.85,161.5,0.1383,0.5938,0.6086
bicep_curl,101.82,108.32,139.16,162.23,0.1397,0.5685,0.611
bicep_curl,107.98,109.52,139.24,163.11,0.1457,0.6036,0.6225
bicep_curl,108.95,113.52,138.96,163.16,0.1519,0.6132,0.6626
bicep_curl,119.09,128.45,139.69,152.9,0.159,0.5384,0.7201
bicep_curl,121.0,131.93,144.11,154.63,0.1561,0.541,0.7276
bicep_curl,121.03,131.24,140.27,153.18,0.1611,0.5344,0.6857
bicep_curl,121.61,126.87,145.59,155.97,0.1611,0.4356,0.6259
bicep_curl,119.61,112.39,132.92,134.57,0.1645,0.4044,0.4059
bicep_curl,118.85,110.64,130.61,128.39,0.1621,0.4095,0.4098
bicep_curl,117.0,111.48,132.05,124.66,0.1633,0.4101,0.4097
bicep_curl,117.21,111.17,125.15,105.83,0.1628,0.4123,0.4068
bicep_curl,115.46,110.91,125.31,108.03,0.163,0.4099,0.3999
bicep_curl,116.53,112.13,120.2,99.75,0.1639,0.4176,0.4052
bicep_curl,111.66,111.49,122.38,106.82,0.1644,0.4202,0.4167
bicep_curl,112.91,117.56,109.09,100.84,0.1633,0.4247,0.4467
bicep_curl,125.13,135.32,122.65,108.28,0.1677,0.4287,0.5925
bicep_curl,130.47,141.0,127.65,141.66,0.1731,0.5461,0.6941
bicep_curl,144.32,139.2,147.33,158.46,0.1618,0.7242,0.8068
bicep_curl,135.45,135.86,150.35,154.18,0.1675,0.6973,0.7826
bicep_curl,119.17,117.39,137.8,159.39,0.1705,0.683,0.7476
bicep_curl,116.45,112.16,140.74,160.93,0.1699,0.681,0.7211
bicep_curl,113.72,107.81,138.91,161.27,0.1651,0.6601,0.6874
bicep_curl,106.56,104.5,137.69,159.31,0.1633,0.6314,0.6752
bicep_curl,105.12,103.94,138.38,159.11,0.1639,0.634,0.6804
bicep_curl,101.84,103.25,139.05,159.81,0.1645,0.6263,0.677
bicep_curl,102.4,101.73,138.3,160.13,0.163,0.6324,0.6762
bicep_curl,102.57,99.84,138.17,161.76,0.1622,0.6254,0.6705
bicep_curl,104.19,100.37,137.98,162.14,0.1645,0.6388,0.684
bicep_curl,103.68,101.61,138.23,163.11,0.1681,0.6445,0.7023
bicep_curl,97.64,97.72,139.56,160.25,0.1832,0.6369,0.6847
bicep_curl,93.45,94.73,140.55,163.0,0.1904,0.62,0.6626
bicep_curl,90.05,96.34,140.81,166.39,0.1954,0.5944,0.6638
bicep_curl,90.21,98.3,141.7,167.18,0.1998,0.5897,0.6565
bicep_curl,84.7,98.79,142.48,166.52,0.2025,0.5694,0.6486
bicep_curl,83.71,103.82,143.46,169.22,0.2098,0.561,0.6834
bicep_curl,85.47,105.94,145.5,170.32,0.2163,0.5665,0.7081
bicep_curl,87.41,105.09,145.97,169.07,0.2203,0.5674,0.7069
bicep_curl,93.46,106.6,142.2,164.97,0.2224,0.6091,0.7282
bicep_curl,93.46,105.34,142.63,168.16,0.2249,0.6112,0.7149
bicep_curl,94.44,108.99,142.74,168.47,0.2261,0.6101,0.7537
bicep_curl,99.43,111.46,141.49,165.94,0.2296,0.6538,0.7889
bicep_curl,99.03,111.5,141.81,165.69,0.2299,0.653,0.7973
bicep_curl,97.93,109.64,143.26,168.46,0.2304,0.6462,0.7883
bicep_curl,99.41,108.81,142.67,168.08,0.232,0.6749,0.7961
bicep_curl,99.79,108.4,143.95,168.05,0.2353,0.6884,0.8089
bicep_curl,96.41,107.02,143.64,166.7,0.2396,0.6874,0.8165
bicep_curl,93.54,105.77,145.17,169.17,0.2443,0.6999,0.8216
bicep_curl,90.83,101.87,144.99,168.72,0.2354,0.7445,0.8445
bicep_curl,87.43,104.48,143.01,166.6,0.2324,0.7765,0.8695
bicep_curl,85.48,104.15,142.46,164.92,0.2382,0.7735,0.8638
bicep_curl,85.46,101.21,141.89,163.25,0.2452,0.808,0.8582
bicep_curl,82.12,99.96,142.05,163.25,0.2499,0.7992,0.8565
bicep_curl,80.36,100.17,142.95,162.53,0.2507,0.7944,0.871
bicep_curl,80.04,99.66,141.28,160.77,0.2537,0.8025,0.8788
bicep_curl,79.15,99.39,141.68,161.35,0.2512,0.8143,0.8888
bicep_curl,79.06,98.73,140.57,161.01,0.2504,0.8037,0.8903
bicep_curl,78.36,99.73,140.15,159.92,0.2473,0.8038,0.9152
bicep_curl,79.64,101.17,141.27,159.79,0.2506,0.8154,0.9348
bicep_curl,79.16,99.29,141.03,158.3,0.2537,0.8196,0.9266
bicep_curl,78.07,97.66,140.55,156.45,0.2562,0.8217,0.9268
bicep_curl,77.34,99.19,140.45,154.69,0.2605,0.86,0.9918
bicep_curl,79.47,100.66,142.52,159.08,0.2642,0.894,1.0189
bicep_curl,77.72,99.95,145.25,161.03,0.2697,0.8913,1.0206
bicep_curl,80.67,99.06,146.24,164.52,0.2748,0.911,1.0098
bicep_curl,82.54,99.55,146.14,163.91,0.2789,0.9074,1.0306
bicep_curl,85.19,102.36,145.62,167.81,0.2818,0.9236,1.0448
bicep_curl,85.91,106.88,142.14,163.09,0.2905,0.8947,1.0816
bicep_curl,102.33,111.45,138.45,159.43,0.2913,0.9911,1.1036
bicep_curl,104.77,114.32,136.67,159.75,0.2952,0.9966,1.1281
bicep_curl,101.19,114.22,134.91,157.54,0.3042,0.9358,1.1148
bicep_curl,94.4,111.53,129.84,156.47,0.2934,0.8683,1.0582
bicep_curl,86.86,110.62,134.09,155.12,0.2923,0.7733,1.0282
bicep_curl,89.78,111.88,137.79,155.29,0.2913,0.7731,1.0352
bicep_curl,84.32,108.03,141.99,157.3,0.2801,0.6817,0.8622
bicep_curl,86.01,110.84,141.53,157.84,0.2795,0.6894,0.8858
bicep_curl,81.6,96.98,145.69,159.55,0.2734,0.6837,0.7248
bicep_curl,80.34,94.54,143.45,157.97,0.2722,0.6802,0.7476
bicep_curl,81.64,96.5,146.69,158.46,0.2748,0.6883,0.7154
bicep_curl,84.84,97.09,144.11,159.45,0.2748,0.6872,0.6955
bicep_curl,95.38,97.38,143.63,159.67,0.2784,0.6928,0.7219
bicep_curl,91.87,100.35,143.66,160.82,0.2763,0.6988,0.7346
bicep_curl,95.97,100.23,140.85,161.21,0.2822,0.7677,0.729
bicep_curl,91.5,101.15,142.75,163.53,0.2845,0.7433,0.6629
bicep_curl,104.61,100.04,142.91,164.46,0.2784,0.86,0.6571
bicep_curl,99.17,101.39,140.06,160.89,0.2833,0.8363,0.6076
bicep_curl,110.42,105.27,140.98,161.93,0.3235,0.9196,0.5951
bicep_curl,108.64,108.93,140.05,160.34,0.3326,0.925,0.5989
bicep_curl,108.31,112.31,144.84,155.59,0.3241,0.9528,0.5906
bicep_curl,104.93,122.47,149.36,153.13,0.3132,0.8859,0.5714
bicep_curl,108.2,114.66,146.52,150.79,0.2898,0.8889,0.5759
bicep_curl,102.28,111.22,144.99,153.03,0.2967,0.8169,0.5765
bicep_curl,97.7,110.64,147.42,157.54,0.2981,0.7773,0.5754
bicep_curl,89.43,110.34,146.32,156.39,0.2904,0.723,0.5629
bicep_curl,87.25,113.0,145.96,158.1,0.2898,0.71,0.5561
bicep_curl,81.35,111.21,144.14,158.47,0.2902,0.6804,0.5715
bicep_curl,79.36,111.53,143.66,158.46,0.2856,0.669,0.5863
bicep_curl,70.1,117.22,142.85,159.37,0.2683,0.613,0.6041
bicep_curl,79.23,119.4,143.76,161.27,0.2683,0.6241,0.5979
bicep_curl,92.69,122.54,143.02,160.6,0.2646,0.6827,0.6134
bicep_curl,88.67,120.4,142.32,158.7,0.2692,0.659,0.6084
bicep_curl,97.94,119.22,142.39,157.91,0.2708,0.6842,0.6128
bicep_curl,101.81,120.33,143.28,156.77,0.274,0.6664,0.6195
bicep_curl,89.94,117.76,140.96,155.52,0.2744,0.5854,0.6247
bicep_curl,85.58,118.13,140.72,154.6,0.2748,0.5575,0.6173
bicep_curl,85.15,112.34,139.89,151.27,0.2719,0.609,0.6316
bicep_curl,99.26,119.98,135.97,157.94,0.2731,0.6394,0.6548
bicep_curl,109.78,110.52,133.96,156.05,0.2719,0.6154,0.6602
bicep_curl,106.34,107.17,129.52,155.58,0.2714,0.6524,0.6496
bicep_curl,111.4,97.8,135.18,152.39,0.2693,0.6354,0.6678
bicep_curl,114.76,103.16,137.48,153.63,0.2841,0.6033,0.6531
bicep_curl,123.21,105.03,137.95,154.44,0.2955,0.5755,0.6495
bicep_curl,123.14,106.93,137.96,155.23,0.3118,0.5841,0.6498
bicep_curl,112.08,102.14,137.77,154.21,0.2842,0.6294,0.7129
bicep_curl,111.35,105.14,137.58,154.38,0.2805,0.6327,0.7182
bicep_curl,95.2,107.04,136.44,149.87,0.2706,0.708,0.716
bicep_curl,88.2,109.41,137.66,149.08,0.2697,0.6776,0.6824
bicep_curl,78.27,114.76,141.45,152.51,0.274,0.6506,0.6079
bicep_curl,82.68,120.01,143.47,153.52,0.2739,0.6602,0.5704
bicep_curl,90.47,113.7,143.72,154.6,0.2708,0.6909,0.586
bicep_curl,93.51,111.91,142.39,154.87,0.2755,0.7613,0.5896
bicep_curl,85.58,113.59,142.49,155.6,0.2768,0.7168,0.5868
bicep_curl,80.22,114.95,143.23,156.87,0.2771,0.695,0.5861
bicep_curl,79.19,113.6,143.1,157.43,0.279,0.7235,0.6022
bicep_curl,87.16,115.52,143.47,157.54,0.2899,0.7501,0.5799
bicep_curl,88.55,116.2,143.49,159.28,0.2973,0.7618,0.5723
bicep_curl,91.65,115.51,143.36,159.1,0.3001,0.8019,0.5736
bicep_curl,91.55,114.05,141.4,160.7,0.3076,0.8157,0.5801
bicep_curl,91.37,115.31,141.15,161.98,0.3075,0.817,0.576
bicep_curl,88.57,115.13,140.99,161.63,0.3073,0.7955,0.5811
bicep_curl,88.68,117.1,141.9,160.51,0.3107,0.8025,0.5685
bicep_curl,78.96,118.96,142.06,159.76,0.3094,0.7467,0.563
bicep_curl,72.31,119.02,143.33,160.06,0.3068,0.721,0.5634
bicep_curl,40.6,120.06,143.71,157.3,0.3003,0.625,0.5659
bicep_curl,34.57,113.6,144.47,156.83,0.2963,0.6091,0.5779
bicep_curl,60.01,108.86,143.44,159.27,0.2919,0.6582,0.6011
bicep_curl,81.31,112.34,143.74,160.88,0.2896,0.7528,0.6031
bicep_curl,86.55,113.73,142.61,158.17,0.2906,0.7818,0.5957
bicep_curl,86.48,112.5,140.97,159.19,0.2888,0.7582,0.6166
bicep_curl,91.3,114.73,140.8,158.07,0.2855,0.7769,0.6229
bicep_curl,91.5,118.59,141.92,158.96,0.2784,0.7706,0.6539
bicep_curl,93.24,119.41,142.69,159.35,0.278,0.7849,0.6525
bicep_curl,92.25,121.37,146.76,157.84,0.2768,0.8228,0.6662
bicep_curl,91.12,125.77,148.76,158.2,0.2775,0.7952,0.6634
bicep_curl,89.24,131.26,146.46,153.56,0.2757,0.794,0.6035
bicep_curl,94.99,132.78,145.24,156.3,0.2751,0.7998,0.5838
bicep_curl,97.46,141.19,145.98,160.88,0.2776,0.8189,0.5544
bicep_curl,88.06,138.05,144.16,155.82,0.2783,0.7609,0.5918
bicep_curl,81.82,132.53,142.61,152.07,0.2758,0.7438,0.6243
bicep_curl,90.4,97.92,144.29,161.54,0.2734,0.7921,0.5979
bicep_curl,100.65,95.26,143.09,164.26,0.2751,0.9048,0.683
bicep_curl,101.1,90.23,143.95,167.39,0.2737,0.9175,0.6925
bicep_curl,107.43,91.06,142.1,165.98,0.2812,0.984,0.8046
bicep_curl,109.01,92.72,137.8,163.32,0.2943,0.9995,0.8378
bicep_curl,112.17,95.1,136.51,163.37,0.3035,1.0307,0.85
bicep_curl,108.81,109.79,137.51,164.17,0.3144,0.9911,0.9756
bicep_curl,104.51,111.24,136.54,168.17,0.2771,0.9713,1.0464
bicep_curl,105.12,111.66,138.57,171.05,0.2758,0.9933,1.0484
bicep_curl,105.41,112.29,140.39,168.9,0.2751,1.0062,1.0669
bicep_curl,105.61,112.4,139.89,165.89,0.2763,1.0074,1.0587
bicep_curl,106.38,113.79,139.04,164.24,0.2787,1.0222,1.0643
bicep_curl,105.14,114.3,140.86,163.45,0.282,1.0136,1.0674
bicep_curl,103.64,113.24,141.94,163.3,0.2829,0.9984,1.0593
bicep_curl,103.58,113.73,141.76,162.95,0.2833,0.9949,1.0749
bicep_curl,100.97,113.33,141.46,162.15,0.2831,0.9691,1.0745
bicep_curl,101.9,112.61,140.16,162.59,0.2845,0.9636,1.0664
bicep_curl,99.74,113.2,139.22,161.04,0.3055,0.9322,1.0653
bicep_curl,98.66,111.92,138.94,161.04,0.31,0.9289,1.0545
bicep_curl,97.85,104.52,138.39,162.04,0.315,0.933,0.9159
bicep_curl,97.87,101.05,138.28,162.97,0.3145,0.9416,0.8563
bicep_curl,90.71,99.45,138.61,163.39,0.3036,0.8675,0.8126
bicep_curl,75.77,80.32,145.77,164.24,0.2847,0.7828,0.622
bicep_curl,70.09,85.3,147.42,163.44,0.2799,0.7617,0.5896
bicep_curl,71.73,92.01,144.88,161.15,0.2816,0.7709,0.5955
bicep_curl,74.4,99.41,143.79,160.93,0.2803,0.7948,0.6032
bicep_curl,79.28,109.68,144.54,164.64,0.2794,0.8023,0.6079
bicep_curl,90.78,116.49,143.68,163.06,0.2805,0.8823,0.6433
bicep_curl,87.02,133.64,142.02,150.75,0.2756,0.8589,0.593
bicep_curl,88.6,135.49,142.09,148.28,0.2746,0.8606,0.583
bicep_curl,85.6,135.81,141.16,147.95,0.2738,0.8504,0.5896
bicep_curl,83.72,136.89,141.6,147.18,0.274,0.8338,0.5845
bicep_curl,77.53,131.51,142.55,148.07,0.2728,0.7918,0.5842
bicep_curl,71.38,129.69,143.76,150.22,0.2711,0.7775,0.5978
bicep_curl,77.26,129.35,143.92,154.11,0.2715,0.8008,0.6382
bicep_curl,81.27,128.41,145.05,158.31,0.272,0.8092,0.6472
bicep_curl,76.24,126.68,143.08,157.62,0.2719,0.7836,0.6158
bicep_curl,75.66,115.13,142.03,159.66,0.2729,0.7841,0.6096
bicep_curl,72.61,107.11,140.61,160.64,0.2735,0.7668,0.6123
bicep_curl,75.32,97.83,140.1,166.54,0.2745,0.7854,0.5875
bicep_curl,83.38,92.9,139.12,168.41,0.2894,0.8363,0.7977
bicep_curl,90.19,91.8,139.48,168.04,0.3052,0.8712,0.7797
bicep_curl,91.8,89.68,139.22,166.26,0.3063,0.878,0.7879
bicep_curl,92.35,103.38,139.28,166.3,0.3186,0.8801,0.916
bicep_curl,97.19,110.22,140.81,167.62,0.3155,0.9301,0.9916
bicep_curl,102.67,113.69,140.37,167.89,0.3131,0.9831,1.0275
bicep_curl,106.17,112.58,140.75,166.54,0.2863,0.9989,1.0441
bicep_curl,105.76,112.25,140.54,164.64,0.2852,0.9986,1.048
bicep_curl,105.27,111.55,140.8,164.49,0.285,0.999,1.0455
bicep_curl,105.83,112.46,140.26,163.78,0.2874,1.0136,1.0515
bicep_curl,105.87,113.06,140.85,163.06,0.2875,1.0156,1.0546
bicep_curl,106.5,114.11,140.44,163.75,0.2881,1.0199,1.0637
bicep_curl,107.24,115.34,140.7,163.82,0.2894,1.0319,1.0779
bicep_curl,106.26,115.18,140.58,164.15,0.2892,1.0178,1.075
bicep_curl,107.4,114.37,140.22,164.64,0.2892,1.0316,1.0685
bicep_curl,106.93,114.16,139.91,164.57,0.2894,1.0299,1.0622
bicep_curl,104.57,113.53,139.56,165.13,0.2898,0.9959,1.052
bicep_curl,104.47,113.71,139.51,165.13,0.2895,0.9961,1.0565
bicep_curl,102.09,113.67,139.59,165.49,0.2897,0.9679,1.0575
bicep_curl,105.5,115.33,140.0,165.35,0.2889,1.0168,1.0813
bicep_curl,106.0,115.87,138.89,164.49,0.2892,1.0211,1.0916
bicep_curl,105.78,115.33,139.07,164.59,0.2869,1.0178,1.0849
bicep_curl,103.85,114.46,138.36,164.59,0.2855,0.9949,1.0758
bicep_curl,103.81,113.51,138.61,163.87,0.2843,0.9954,1.062
bicep_curl,103.71,113.44,139.21,163.34,0.2845,0.993,1.0626
bicep_curl,95.46,111.27,140.25,164.87,0.2918,0.9127,1.0349
bicep_curl,92.92,109.31,140.76,164.37,0.2944,0.8958,1.0097
bicep_curl,92.88,109.15,141.52,164.68,0.2953,0.9055,1.0106
bicep_curl,91.23,108.33,141.45,164.9,0.296,0.8925,1.0008
bicep_curl,90.41,108.12,141.56,164.79,0.2965,0.887,0.9993
bicep_curl,90.43,108.32,141.16,163.53,0.2984,0.8899,1.0034
bicep_curl,91.18,108.27,141.71,163.83,0.3011,0.8977,1.0065
bicep_curl,90.44,108.36,142.19,163.71,0.3026,0.8919,1.0069
bicep_curl,90.49,108.31,142.02,165.47,0.3033,0.893,1.0062
bicep_curl,90.67,108.61,141.88,165.62,0.3026,0.8949,1.0081
bicep_curl,90.7,108.56,142.08,165.62,0.3022,0.8951,1.0068
bicep_curl,89.61,108.5,142.14,165.73,0.3022,0.8873,1.0045
bicep_curl,88.28,108.32,142.38,166.17,0.3028,0.8751,1.0012
bicep_curl,87.91,108.33,142.61,165.84,0.304,0.873,1.0007
bicep_curl,83.88,107.34,142.19,166.06,0.3051,0.8422,0.9869
bicep_curl,84.64,107.27,142.39,166.12,0.3055,0.8494,0.9866
bicep_curl,85.06,107.36,142.44,166.04,0.3059,0.854,0.9885
bicep_curl,85.31,107.15,142.84,166.22,0.3059,0.8553,0.9874
bicep_curl,85.53,107.48,142.77,166.05,0.3061,0.8581,0.9922
bicep_curl,86.02,107.39,142.78,165.8,0.3069,0.8623,0.9929
bicep_curl,87.59,108.12,143.08,166.05,0.3077,0.8772,1.0052
bicep_curl,88.6,108.56,143.1,165.81,0.3083,0.8863,1.0078
bicep_curl,88.69,108.66,143.27,166.51,0.309,0.8863,1.0084
bicep_curl,89.64,108.97,143.12,166.77,0.3104,0.8934,1.0108
bicep_curl,89.77,109.11,143.02,167.66,0.3097,0.8945,1.0116
bicep_curl,89.17,109.12,142.99,167.44,0.3094,0.8896,1.0115
bicep_curl,89.14,109.37,143.37,167.96,0.3088,0.8896,1.0141
bicep_curl,87.26,108.96,143.12,167.95,0.3086,0.8747,1.0104
bicep_curl,85.79,108.37,142.6,166.76,0.3076,0.8636,1.0055
bicep_curl,88.1,108.92,143.79,167.74,0.3066,0.8832,1.009
bicep_curl,89.15,109.11,143.67,167.28,0.3046,0.8915,1.0096
bicep_curl,91.43,109.3,143.6,167.13,0.3035,0.9083,1.01
bicep_curl,92.7,109.56,143.58,167.07,0.3034,0.9168,1.0126
bicep_curl,93.26,109.45,143.43,166.96,0.3029,0.9204,1.0136
bicep_curl,93.64,109.44,143.41,166.49,0.3024,0.9229,1.014
bicep_curl,93.92,109.51,143.07,166.46,0.3025,0.9252,1.0164
bicep_curl,95.97,109.73,142.07,165.68,0.3042,0.9417,1.021
bicep_curl,95.42,109.84,142.14,165.92,0.3039,0.9352,1.023
bicep_curl,96.08,109.63,141.58,165.88,0.3046,0.9411,1.0217
bicep_curl,96.61,109.96,141.4,166.06,0.3041,0.9466,1.0253
bicep_curl,97.11,110.18,141.4,165.92,0.3045,0.9516,1.027
bicep_curl,97.33,110.32,141.99,166.19,0.3033,0.9531,1.0296
bicep_curl,97.42,110.41,142.2,166.44,0.3025,0.9539,1.0311
bicep_curl,97.2,110.67,141.77,166.17,0.3013,0.9517,1.0339
bicep_curl,97.94,111.22,141.54,165.59,0.3005,0.9603,1.0407
bicep_curl,97.91,111.11,141.41,165.34,0.3004,0.96,1.0396
bicep_curl,98.43,111.33,141.38,165.05,0.3003,0.9659,1.0435
bicep_curl,98.26,111.05,141.39,165.1,0.2998,0.964,1.0402
bicep_curl,98.9,111.61,141.52,165.16,0.3001,0.9701,1.0472
bicep_curl,98.72,111.34,141.71,165.35,0.2997,0.9682,1.0427
bicep_curl,98.45,111.64,142.17,165.49,0.2987,0.9646,1.0443
bicep_curl,98.34,111.51,141.99,165.57,0.299,0.9629,1.0438
bicep_curl,98.04,111.21,142.15,165.69,0.2981,0.9603,1.0395
bicep_curl,97.61,111.26,142.26,166.01,0.2979,0.9553,1.0404
bicep_curl,97.35,111.15,142.74,166.66,0.2981,0.9526,1.0399
bicep_curl,97.06,111.12,142.81,166.82,0.2983,0.9495,1.0395
bicep_curl,96.74,111.23,143.01,166.98,0.2985,0.9468,1.0403
bicep_curl,96.52,111.42,143.05,167.03,0.2984,0.9444,1.0438
bicep_curl,97.05,111.53,143.34,167.0,0.2981,0.9489,1.0459
bicep_curl,97.83,111.91,143.29,166.87,0.2982,0.9582,1.0517
bicep_curl,97.87,111.86,143.16,166.33,0.2983,0.9579,1.0533
bicep_curl,97.85,111.87,143.02,165.67,0.2984,0.9575,1.0539
bicep_curl,97.87,111.87,142.91,165.5,0.2986,0.9573,1.0541
bicep_curl,98.12,111.84,142.81,165.55,0.2987,0.9598,1.0543
bicep_curl,98.15,111.77,142.64,165.52,0.2986,0.9595,1.0539
bicep_curl,97.99,111.74,142.61,165.56,0.2987,0.9569,1.0536
bicep_curl,97.95,111.56,142.8,166.08,0.2982,0.9567,1.0516
bicep_curl,97.95,111.09,142.77,165.73,0.2981,0.9565,1.045
bicep_curl,96.63,110.39,142.41,165.67,0.2987,0.9435,1.0381
bicep_curl,96.28,110.06,142.05,165.24,0.2993,0.9421,1.0348
bicep_curl,96.18,109.74,142.03,165.28,0.2984,0.9435,1.0322
bicep_curl,96.04,109.21,141.99,165.46,0.2986,0.9462,1.0268
bicep_curl,96.93,109.05,141.43,164.87,0.3007,0.9578,1.0298
